weekly_hours,coding_months,money_spent,employed_dev,career_interests,expected_salary,willing_relocate,last_year_income,age,region,education_level,field_of_study,marital_status,disability_benefits,home_internet
8.0,84.0,1200.0,1,Front-End Web Developer,24999,Yes,27499.0,28.0,Latin America and Caribbean,"Trade, technical, or vocational training","Information systems, information technology, or system administration",Married or domestic partnership,0,1
10.0,6.0,5.0,0,Full-Stack Web Developer,15499,Maybe,1000.0,23.0,Sub-Saharan Africa,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
7.0,0.0,0.0,0,Front-End Web Developer,62499,Maybe,,24.0,North America,Bachelor’s degree,Hospitality Management,"Single, never married",0,1
10.0,1.0,0.0,0,I would rather work on open source projects,2499,Maybe,1000.0,16.0,South Asia,No high school (secondary school),I didn't attend a university,"Single, never married",0,1
20.0,12.0,0.0,0,Front-End Web Developer,87499,Yes,27499.0,30.0,North America,"Some college credit, no degree",I didn't attend a university,Married or domestic partnership,0,1
8.0,2.0,100.0,0,Full-Stack Web Developer,15499,Yes,1000.0,24.0,Sub-Saharan Africa,Bachelor’s degree,English Education,"Single, never married",0,0
40.0,1.0,18.0,0,Data Scientist,39999,Maybe,12499.0,34.0,Sub-Saharan Africa,"Some college credit, no degree","A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,1
2.0,0.0,0.0,0,Plugin Programmer,2499,Yes,54999.0,38.0,Latin America and Caribbean,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
40.0,12.0,1000.0,1,Data Scientist,112499,Yes,8499.0,27.0,South Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,0
5.0,24.0,2000.0,0,Quality Assurance Engineer,7499,Maybe,1999.0,47.0,Europe and Central Asia,Bachelor’s degree,"Information systems, information technology, or system administration",Divorced,0,1
15.0,1.0,0.0,0,Full-Stack Web Developer,62499,No,44999.0,36.0,North America,Bachelor’s degree,"Fine arts or performing arts (e.g., graphic design, music, studio, art)","Single, never married",0,1
5.0,1.0,0.0,0,Back-End Web Developer,2499,Yes,5999.0,24.0,Latin America and Caribbean,"Some college credit, no degree","A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
5.0,2.0,20.0,0,Full-Stack Web Developer,62499,Maybe,17499.0,28.0,North America,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
10.0,2.0,5.0,0,Data Scientist,62499,Maybe,8499.0,25.0,South Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
20.0,1.0,0.0,0,Game Developer,39999,Yes,12499.0,24.0,Europe and Central Asia,High school diploma or equivalent (GED),"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
3.0,1.0,0.0,0,Front-End Web Developer,15499,Yes,1000.0,28.0,Sub-Saharan Africa,Bachelor’s degree,"Communications (e.g., journalism, TV production)",Married or domestic partnership,0,0
10.0,70.0,100.0,0,Back-End Web Developer,62499,Maybe,,27.0,North America,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
8.0,3.0,0.0,0,Front-End Web Developer,62499,Yes,32499.0,24.0,North America,Bachelor’s degree,"Communications (e.g., journalism, TV production)","Single, never married",0,1
8.0,1.0,0.0,1,DevOps / SysAdmin,15499,Yes,5999.0,25.0,Latin America and Caribbean,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
6.0,1.0,0.0,0,Full-Stack Web Developer,62499,Maybe,54999.0,26.0,North America,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
15.0,2.0,0.0,0,Full-Stack Web Developer,62499,Maybe,27499.0,24.0,North America,Bachelor’s degree,"A natural science (e.g., biology, chemistry, physics)","Single, never married",0,1
70.0,3.0,150.0,0,Back-End Web Developer,24999,Yes,1000.0,25.0,Sub-Saharan Africa,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,0
10.0,7.0,0.0,0,Full-Stack Web Developer,39999,Yes,32499.0,30.0,Southeast Asia,Bachelor’s degree,Mathematics or statistics,"Single, never married",0,1
0.0,0.0,0.0,0,Data Scientist,87499,Yes,32499.0,25.0,North America,Associate’s degree,"Fine arts or performing arts (e.g., graphic design, music, studio, art)","Single, never married",0,1
10.0,1.0,0.0,0,Back-End Web Developer,87499,Yes,44999.0,44.0,North America,Bachelor’s degree,"A natural science (e.g., biology, chemistry, physics)",Married or domestic partnership,0,1
4.0,12.0,0.0,0,I am not interested in a software development career,87499,I am not interested in a software development career,54999.0,33.0,North America,Master's degree (non-professional),"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
20.0,9.0,1500.0,0,Full-Stack Web Developer,62499,Maybe,12499.0,36.0,North America,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)",Separated,1,1
10.0,1.0,0.0,0,Game Developer,24999,Maybe,5999.0,18.0,North America,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
5.0,1.0,10000.0,0,Full-Stack Web Developer,87499,Yes,37499.0,24.0,North America,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
6.0,48.0,150.0,0,Full-Stack Web Developer,87499,No,54999.0,36.0,North America,Bachelor’s degree,"Information systems, information technology, or system administration",Married or domestic partnership,0,1
10.0,0.0,0.0,0,Information Security,87499,Yes,44999.0,32.0,North America,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
25.0,45.0,1500.0,0,Teacher / Trainer / Developer Evangelist,62499,Yes,1999.0,31.0,North America,Master's degree (non-professional),"Information systems, information technology, or system administration",Married or domestic partnership,0,1
5.0,0.0,0.0,0,Game Developer,62499,Maybe,1000.0,9.0,North America,No high school (secondary school),I didn't attend a university,"Single, never married",0,1
5.0,1.0,200.0,0,Full-Stack Web Developer,15499,Yes,1999.0,32.0,Sub-Saharan Africa,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
0.0,0.0,0.0,0,Data Scientist,39999,Yes,3999.0,22.0,North America,Bachelor’s degree,"A natural science (e.g., biology, chemistry, physics)","Single, never married",0,1
20.0,0.0,250.0,0,I have no idea,62499,Yes,22499.0,19.0,North America,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
8.0,6.0,0.0,0,Information Security,24999,Maybe,12499.0,24.0,Latin America and Caribbean,"Some college credit, no degree","Computer science, computer engineering, or software engineering","Single, never married",0,1
5.0,6.0,400.0,0,Full-Stack Web Developer,87499,Maybe,17499.0,44.0,Latin America and Caribbean,Some high school,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
3.0,1.0,0.0,0,Mobile Developer,39999,Yes,27499.0,21.0,North America,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
4.0,0.0,30000.0,0,User Experience Designer,112499,Maybe,104999.0,56.0,North America,Bachelor’s degree,"Information systems, information technology, or system administration",Married or domestic partnership,0,1
20.0,10.0,100.0,0,Full-Stack Web Developer,87499,Maybe,37499.0,23.0,North America,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
2.0,0.0,0.0,0,Quality Assurance Engineer,39999,Yes,12499.0,26.0,North America,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
0.0,0.0,0.0,0,Mobile Developer,39999,Yes,12499.0,21.0,North America,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,1
0.0,3.0,0.0,0,Full-Stack Web Developer,62499,Maybe,22499.0,27.0,Europe and Central Asia,Bachelor’s degree,"Communications (e.g., journalism, TV production)","Single, never married",0,1
3.0,0.0,0.0,0,DevOps / SysAdmin,87499,Maybe,82499.0,41.0,North America,Master's degree (non-professional),"A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
0.0,0.0,0.0,0,Quality Assurance Engineer,62499,Yes,27499.0,29.0,North America,"Some college credit, no degree","A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,1
20.0,2.0,1000.0,0,Front-End Web Developer,62499,Yes,139999.0,22.0,North America,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
7.0,24.0,200.0,1,"Electronic programming, but I'm learning Front-End Web Development too",15499,Maybe,3999.0,29.0,Latin America and Caribbean,"Some college credit, no degree","Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
30.0,20.0,0.0,0,Full-Stack Web Developer,62499,Yes,5999.0,39.0,North America,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
10.0,6.0,300.0,0,Data Scientist,24999,Maybe,3999.0,25.0,Latin America and Caribbean,Bachelor’s degree,"Communications (e.g., journalism, TV production)","Single, never married",0,1
2.0,3.0,200.0,0,Back-End Web Developer,87499,Yes,,28.0,Southeast Asia,No high school (secondary school),I didn't attend a university,"Single, never married",0,1
18.0,10.0,0.0,0,Full-Stack Web Developer,15499,Yes,12499.0,38.0,Latin America and Caribbean,Bachelor’s degree,"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
20.0,480.0,0.0,0,Front-End Web Developer,7499,Maybe,8499.0,62.0,Europe and Central Asia,"Some college credit, no degree","Computer science, computer engineering, or software engineering",Divorced,0,1
20.0,12.0,300.0,0,User Experience Designer,39999,Maybe,17499.0,39.0,Latin America and Caribbean,"Professional degree (MBA, MD, JD, etc.)","A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
3.0,13.0,0.0,0,Front-End Web Developer,112499,Yes,1999.0,18.0,North America,"Some college credit, no degree","Computer science, computer engineering, or software engineering","Single, never married",0,1
10.0,2.0,200.0,0,Data Scientist,260000,Maybe,12499.0,41.0,Latin America and Caribbean,Ph.D.,Mathematics or statistics,Married or domestic partnership,0,1
25.0,2.0,0.0,0,All,62499,Yes,37499.0,36.0,North America,"Some college credit, no degree","Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
10.0,1.0,0.0,0,Front-End Web Developer,87499,Yes,67499.0,28.0,North America,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
25.0,48.0,1000.0,0,Data Engineer,142499,Yes,3999.0,19.0,North America,High school diploma or equivalent (GED),"Computer science, computer engineering, or software engineering","Single, never married",0,1
15.0,6.0,0.0,0,Full-Stack Web Developer,62499,Maybe,1999.0,22.0,North America,Bachelor’s degree,Mathematics or statistics,"Single, never married",0,1
15.0,18.0,500.0,0,Full-Stack Web Developer,87499,No,139999.0,37.0,North America,Bachelor’s degree,"Communications (e.g., journalism, TV production)",Married or domestic partnership,0,1
1.0,8.0,2000.0,0,Full-Stack Web Developer,62499,Yes,32499.0,20.0,North America,"Some college credit, no degree",I didn't attend a university,"Single, never married",0,1
15.0,1.0,0.0,0,I am not interested in a software development career,2499,I am not interested in a software development career,37499.0,25.0,North America,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,0
20.0,5.0,200.0,0,Front-End Web Developer,39999,Yes,17499.0,36.0,Europe and Central Asia,"Some college credit, no degree",nursery teacher,"Single, never married",0,1
2.0,72.0,0.0,0,Data Scientist,87499,Yes,67499.0,29.0,North America,Ph.D.,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
7.0,3.0,0.0,0,Full-Stack Web Developer,7499,Maybe,1000.0,25.0,Southeast Asia,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,0
8.0,1.0,5.0,0,Data Scientist,2499,Maybe,1000.0,25.0,Sub-Saharan Africa,Bachelor’s degree,"A natural science (e.g., biology, chemistry, physics)","Single, never married",0,0
28.0,1.0,0.0,0,Product Manager,7499,Maybe,3999.0,21.0,Southeast Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
1.0,1.0,0.0,0,Full-Stack Web Developer,7499,Yes,1999.0,26.0,Sub-Saharan Africa,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
2.0,6.0,1000.0,0,Data Scientist,24999,Yes,17499.0,27.0,East Asia and Pacific,Bachelor’s degree,"Communications (e.g., journalism, TV production)","Single, never married",0,1
8.0,3.0,100.0,0,Game Developer,62499,Yes,44999.0,32.0,Europe and Central Asia,"Trade, technical, or vocational training",I didn't attend a university,Married or domestic partnership,0,1
10.0,1.0,0.0,0,Data Scientist,62499,Yes,12499.0,42.0,North America,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,1
7.0,8.0,3500.0,0,Full-Stack Web Developer,7499,Yes,12499.0,32.0,Europe and Central Asia,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
5.0,7.0,800.0,1,Front-End Web Developer,7499,Yes,1999.0,25.0,Europe and Central Asia,Master's degree (non-professional),"finance as bachelor, linguistics as master","Single, never married",0,1
10.0,1.0,50.0,0,Full-Stack Web Developer,2499,No,1999.0,16.0,Europe and Central Asia,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
